enterprise_id,period,sector,region,ca_segment,n_employes,gt_ca_reel,gt_benefice_reel,gt_tva_active,gt_tva_compliance,gt_is_active,gt_is_compliance,gt_imf_active,gt_imf_compliance,gt_tpu_active,gt_tpu_compliance,obs_ca_declare,obs_tva_declaree,obs_tva_assujetti_declare,obs_is_declare,obs_benefice_declare,obs_tpu_paye,obs_retard_paiement_jours,obs_has_compte_bancaire,obs_utilise_facturation_elec,obs_a_ete_audite,obs_n_employes_declare,obs_ratio_sous_declaration,obs_tva_missing,obs_is_missing,obs_benefice_missing,obs_tpu_missing,label_tva_non_conforme,label_is_non_conforme,label_tpu_non_conforme,label_any_non_conforme
ENT_00575,2022_2024,transport,Atakpamé,large,236,527317966.20861614,27544008.755846843,1,0.8937164923256607,1,0.6409246347366289,1,0.9669252121481362,0,0.459957222757701,378877733.43127495,87189256.46997793,1,4345522.897224443,,,0,1,1,0,200,0.7184995727632468,0,0,1,1,0,0,0,0
ENT_00576,2022_2024,agriculture,Tsévié,informal,5,21228672.18777331,2213896.555113837,0,0.8666911712530888,0,0.8163184836949765,0,0.9571630270468128,1,0.2648989533117736,19103899.135503106,0.0,0,0.0,1842932.7692640496,0.0,4,1,0,0,4,0.8999102236128563,0,0,0,0,0,0,1,1
ENT_00577,2022_2024,industrie,Dapaong,large,220,1330493354.9090517,149916808.5505088,1,0.8620802634507042,1,0.8241221989062889,1,0.7963987238400859,0,0.4070727476416029,868892758.9477398,,1,32039053.32506585,109259312.21020389,,1,1,0,1,187,0.6530605776735613,1,0,0,1,0,0,0,0
ENT_00578,2022_2024,transport,Kara,large,252,999394940.3762366,95596913.7573185,1,0.9653750910991896,1,0.5267588182027001,1,0.9240843986611924,0,0.3327758747401694,635547248.5075387,206370459.4142552,1,,44827261.97517941,,1,1,0,0,214,0.6359320252995055,0,1,0,1,0,0,0,0
ENT_00579,2022_2024,commerce,Dapaong,rsi,13,47514939.72758639,3374999.7553890594,0,0.9497075691357436,0,0.501702994054185,0,0.8295710864753016,0,0.2691488485136572,36298356.08519922,0.0,0,0.0,2301850.1445645764,,22,1,1,0,11,0.763935644100691,0,0,0,1,0,0,0,0
ENT_00580,2022_2024,commerce,Aného,large,248,1891620451.327341,147926356.47861686,1,0.8790068788462276,1,0.7268580694577681,1,0.8594833290750893,0,0.4479483804804989,1549005594.1862702,288779212.6189583,1,,119389089.828673,,7,1,1,0,210,0.8188775888415355,0,1,0,1,0,0,0,0
ENT_00581,2022_2024,restauration,Tsévié,informal,4,12427237.669002172,467210.47683725535,0,0.7571326015964339,0,0.7135380698406898,0,0.992010728560572,1,0.1599005166496812,8477655.161075898,0.0,0,,295128.0161730904,0.0,29,1,0,0,3,0.6821833931946197,0,1,0,0,0,0,1,1
ENT_00582,2022_2024,services,Aného,informal,3,14084163.913069451,2108201.985176525,0,0.9345895753273872,0,0.7373551089132289,0,0.6458008696203759,1,0.1058954797193515,10306398.331449715,0.0,0,0.0,1397170.635171409,0.0,0,1,0,0,2,0.7317721090909667,0,0,0,0,0,0,1,1
ENT_00583,2022_2024,commerce,Lomé,informal,3,20047288.08507441,1699448.4340878644,0,0.711071303000202,0,0.7998576038670807,0,0.9695847627620784,1,0.2067575266357451,13378059.802105151,,0,,1484470.511465429,0.0,33,0,1,0,2,0.6673251636497097,1,1,0,0,0,0,1,1
ENT_00584,2022_2024,commerce,Aného,rsi,38,86678128.73647287,6604716.353730721,1,0.850576057203053,0,0.5355891014308862,0,0.9885847674325388,0,0.120410954511547,57214816.90357452,14992285.210614098,1,0.0,4792975.782763698,,2,1,0,0,32,0.6600836651368475,0,0,0,1,0,0,0,0
ENT_00585,2022_2024,industrie,Kara,informal,1,17301283.443860196,818794.0695330995,0,0.8145436313931325,0,0.5403258341537386,0,0.8746347846624637,1,0.2382243328831859,13579240.195438735,0.0,0,0.0,573286.3349415323,0.0,16,0,0,0,0,0.784868951456759,0,0,0,0,0,0,1,1
ENT_00586,2022_2024,agriculture,Aného,rsi,4,41682349.99089164,5936675.375071546,0,0.9000927479402083,0,0.8178641246684603,0,0.9026102015618466,0,0.1254331964698715,38074362.5946809,0.0,0,0.0,,,9,1,1,0,3,0.9134408833235376,0,0,1,1,0,0,0,0
ENT_00587,2022_2024,industrie,Atakpamé,rsi,20,72653041.47092652,3595794.0931388875,1,0.8776319374902394,0,0.483149835129762,0,0.8025565244097465,0,0.1969416053194754,51667320.71629533,10718833.13172755,1,0.0,3421089.510500483,,3,1,0,0,17,0.7111515178200899,0,0,0,1,0,0,0,0
ENT_00588,2022_2024,BTP,Dapaong,large,322,1149979448.1725278,129228329.30137704,1,0.5980782634696904,1,0.606899943398995,1,0.7770141618901841,0,0.2504495644612542,1018265754.332798,133544046.83783896,1,22758449.088262983,43556118.67178693,,3,1,0,0,273,0.885464306297786,0,0,0,1,0,0,0,0
ENT_00589,2022_2024,services,Tsévié,informal,5,11678790.32232239,1047297.7514281784,0,0.6129808092128293,0,0.848615672714851,0,0.7170087839345746,1,0.1173081382902766,7719791.164885648,0.0,0,0.0,679673.1405423726,0.0,10,0,1,0,4,0.6610094840156807,0,0,0,0,0,0,1,1
ENT_00590,2022_2024,BTP,Tsévié,large,62,968214137.2043736,86250928.82090083,1,0.8064076335599448,1,0.5992900635422519,1,0.7968377980671262,0,0.0745924916005845,675216614.569926,,1,11631044.959450008,26385812.466327272,,5,1,1,0,52,0.6973835524851453,1,0,0,1,0,0,0,0
ENT_00591,2022_2024,transport,Kara,rsi,16,52745865.7772418,1851619.703583056,0,0.6727331939020804,0,0.6104607115551481,0,0.8571901969847758,0,0.4432900741425366,37666211.51884244,,0,0.0,1378535.0680113607,,12,1,1,0,13,0.7141073705741358,1,0,0,1,0,0,0,0
ENT_00592,2022_2024,BTP,Dapaong,informal,1,17350549.483617373,278291.0816055074,0,0.9445509113899144,0,0.5637477357264884,0,0.9312282704739396,1,0.188227658775215,15766040.517654054,0.0,0,0.0,254259.1591251357,1.0,28,0,0,0,0,0.908676727070838,0,0,0,0,0,0,1,1
ENT_00593,2022_2024,BTP,Atakpamé,large,270,1098182167.340479,141184571.26311454,1,0.9048474520735424,1,0.6491209173015393,1,0.8130550497939457,0,0.2849765284541901,937481938.7615554,,1,23106694.688527346,111704943.75428554,,1,1,0,0,229,0.8536670569254471,1,0,0,1,0,0,0,0
ENT_00594,2022_2024,transport,Kara,informal,3,17840667.80638188,3046795.4287901884,0,0.5479381021632067,0,0.636202511725748,0,0.8286700533859298,1,0.4085929867252088,12661235.668347005,0.0,0,0.0,,0.0,18,0,1,0,2,0.7096839538606221,0,0,1,0,0,0,0,0
ENT_00595,2022_2024,commerce,Lomé,informal,5,16772346.927375715,955609.5952209012,0,0.8351438331683361,0,0.4315133890318185,0,0.9388283402489505,1,0.5030684019457741,14703852.89577634,0.0,0,,836230.5296742927,0.0,4,0,1,0,4,0.8766723559585335,0,1,0,0,0,0,0,0
ENT_00596,2022_2024,commerce,Tsévié,informal,1,11186891.814411456,478354.3518424938,0,0.5649580979827714,0,0.6262836035020769,0,0.7895841576127014,1,0.1057027238358621,5399293.634378256,0.0,0,0.0,379839.8844904854,,7,0,0,0,0,0.4826446634106753,0,0,0,1,0,0,1,1
ENT_00597,2022_2024,transport,Kara,large,414,1250918178.694563,109720621.64811917,1,0.960653425634032,1,0.622574888326564,1,0.8530802110610191,0,0.356327267253281,547951864.3029151,265755082.8134172,1,23748249.12027948,66415496.54897178,,7,1,1,0,351,0.4380397324425714,0,0,0,1,0,0,0,0
ENT_00598,2022_2024,BTP,Sokodé,informal,2,20115571.36766885,1643085.1216252043,0,0.7523160880540801,0,0.4846847969397727,0,0.9099681903929198,1,0.4901823758816432,13008092.903844723,,0,0.0,1585737.7959468989,0.0,0,0,0,0,1,0.6466678309099506,1,0,0,0,0,0,0,0
ENT_00599,2022_2024,services,Kara,rsi,12,65518285.62819427,8665772.38576403,1,0.8878751579980857,0,0.7647474328421822,0,0.8962544147189906,0,0.4432674882494297,58287246.30617685,13265392.56014746,1,0.0,,,4,1,0,0,10,0.889633264169145,0,0,1,1,0,0,0,0
ENT_00600,2022_2024,industrie,Atakpamé,rsi,16,75029160.202769,2234320.2101763203,1,0.9331034707195426,0,0.9329892757696592,0,0.9078811636458042,0,0.1345078966916365,59155842.26157819,,1,,1532280.5840880305,,15,1,0,0,13,0.7884380166552232,1,1,0,1,0,0,0,0
ENT_00601,2022_2024,commerce,Aného,informal,9,20259692.326490182,1189507.6207606054,0,0.849684217651355,0,0.6281441073241656,0,0.6933664700027524,1,0.2671874720526326,11523669.601004452,0.0,0,,965655.210776286,,18,1,0,0,7,0.5687978580966353,0,1,0,1,0,0,1,1
ENT_00602,2022_2024,BTP,Kara,rsi,14,49133317.37502814,2659003.469573209,0,0.9032231818104972,0,0.8045663369832792,0,0.9165467625343352,0,0.4510467250016161,30245638.762378443,0.0,0,0.0,,,16,1,1,0,11,0.6155830784133192,0,0,1,1,0,0,0,0
ENT_00603,2022_2024,commerce,Lomé,informal,4,19528262.720313184,239890.9733709352,0,0.9768984983029948,0,0.4952964893770226,0,0.8142937871731054,1,0.3892120048373581,15239093.397996232,0.0,0,0.0,161953.03813027043,1.0,6,0,1,0,3,0.78036093718386,0,0,0,0,0,0,0,0
ENT_00604,2022_2024,agriculture,Sokodé,informal,7,25725202.10916074,542241.639952666,0,0.9304447246676736,0,0.7772639345385961,0,0.959478559747552,1,0.2293394850458853,8301533.14121243,0.0,0,0.0,521407.90375186026,,3,1,0,0,5,0.322700405073057,0,0,0,1,0,0,1,1
ENT_00605,2022_2024,restauration,Aného,informal,3,8812461.209503451,364989.3811660685,0,0.9245560115200456,0,0.6726732200001846,0,0.763565763590005,1,0.2945122811809366,6856180.925838392,0.0,0,0.0,,0.0,30,0,0,0,2,0.7780097708055287,0,0,1,0,0,0,1,1
ENT_00606,2022_2024,agriculture,Tsévié,large,324,1345947997.5330615,154918359.36360744,1,0.914256541058921,1,0.7156468211043413,1,0.8648760121654261,0,0.4276282175035675,806418403.4982165,219632238.03402963,1,30451149.93478405,112001174.8187849,,11,1,0,0,275,0.5991452901421681,0,0,0,1,0,0,0,0
ENT_00607,2022_2024,services,Lomé,rsi,4,39388605.66791325,2272550.379881376,0,0.7588180042890446,0,0.5274919560824376,0,0.5424314589580743,0,0.4243654192745639,35418246.10328797,,0,0.0,2111190.940730232,,0,1,0,1,3,0.8992003017801766,1,0,0,1,0,0,0,0
ENT_00608,2022_2024,restauration,Atakpamé,rsi,26,95866409.65313612,10236290.921881156,1,0.9383706865295548,0,0.5568925860162275,0,0.8001913902271675,0,0.3661459455403048,81466477.7588782,13514640.833268167,1,0.0,4969685.560739343,,8,1,0,0,22,0.8497916846332333,0,0,0,1,0,0,0,0
ENT_00609,2022_2024,agriculture,Sokodé,large,156,791549642.4133037,59283612.03731576,1,0.9279223729157714,1,0.3806995862357711,1,0.6144778937952781,0,0.1765105080203031,478384865.192401,122061052.5821253,1,5295484.896268597,,,0,1,0,0,132,0.6043649564844534,0,0,1,1,0,1,0,1
ENT_00610,2022_2024,restauration,Atakpamé,informal,3,23687555.088234905,3012911.559656912,0,0.9093318954708548,0,0.5395532010447176,0,0.7403997240290828,1,0.4144383586916482,15402890.938817658,0.0,0,0.0,,1.0,0,0,0,0,2,0.6502524587887054,0,0,1,0,0,0,0,0
ENT_00611,2022_2024,transport,Dapaong,informal,1,14092730.847305631,45349.94270590512,0,0.7805958672213963,0,0.5689444951180037,0,0.8141329200471918,1,0.1125638642366539,12055056.891681325,0.0,0,0.0,40524.03792607219,0.0,10,1,0,0,0,0.8554095740774126,0,0,0,0,0,0,1,1
ENT_00612,2022_2024,BTP,Atakpamé,informal,1,2617246.265194462,67090.46902904961,0,0.7862050216738445,0,0.6089776133015874,0,0.933336765513602,1,0.0721974669720285,1928440.0541348795,0.0,0,0.0,39646.93606526445,0.0,3,0,1,0,0,0.7368202525609854,0,0,0,0,0,0,1,1
ENT_00613,2022_2024,transport,Atakpamé,rsi,15,60705690.04177554,7051813.189316523,1,0.87614452422224,0,0.6472375138065455,0,0.6100620086388383,0,0.2182142029294808,53869219.21056137,9841438.026838709,1,0.0,3524898.9914580896,,5,1,1,1,12,0.8873833601675635,0,0,0,1,0,0,0,0
ENT_00614,2022_2024,transport,Dapaong,rsi,10,84397657.30764677,5725452.171146025,1,0.7274345334052756,0,0.6085314146283304,0,0.580973742135156,0,0.1220738534906918,70708270.24590527,,1,,,,4,0,0,1,8,0.8377989686154335,1,1,1,1,0,0,0,0
ENT_00615,2022_2024,agriculture,Dapaong,rsi,10,86936100.92598277,8009005.172347696,1,0.6711022823582314,0,0.6278669346820024,0,0.9825082875894312,0,0.3785974257913403,63912042.04050574,11557343.890740372,1,0.0,4717646.877037304,,10,1,1,0,8,0.7351611282281951,0,0,0,1,0,0,0,0
ENT_00616,2022_2024,agriculture,Sokodé,informal,6,13054152.129693106,922759.4814865488,0,0.9492009599235426,0,0.4483907682306474,0,0.9743216757807434,1,0.3575321851598265,7220289.389492454,0.0,0,0.0,492887.9793547021,,16,1,0,0,5,0.5531028991970387,0,0,0,1,0,0,0,0
ENT_00617,2022_2024,industrie,Dapaong,rsi,16,52047923.71684028,4685998.757915954,0,0.8989385854025427,0,0.3503646496454253,0,0.7193643270184782,0,0.3117315535679667,28422163.168520547,0.0,0,0.0,2170780.467600442,,21,0,0,0,13,0.5460767911347915,0,0,0,1,0,0,0,0
ENT_00618,2022_2024,transport,Atakpamé,rsi,8,39642779.9567344,3579142.275200623,0,0.4337737446966969,0,0.5602473923231509,0,0.8504309065814937,0,0.2670187606603832,14676683.406590316,0.0,0,0.0,1995267.3311377724,,5,0,0,0,6,0.3702233653292794,0,0,0,1,0,0,0,0
ENT_00619,2022_2024,commerce,Kara,rsi,24,90232303.01110636,7732330.043423585,1,0.943468789446328,0,0.3795261834437581,0,0.9965359201450674,0,0.4921595601313954,70250369.58669521,15626622.600689849,1,0.0,5924757.022392967,,8,1,1,0,20,0.7785501116828232,0,0,0,1,0,0,0,0
ENT_00620,2022_2024,industrie,Sokodé,informal,1,7951758.830477926,243332.7188557599,0,0.822170894466123,0,0.5921677585566049,0,0.8591910198085789,1,0.4986467781186751,6666330.076603865,0.0,0,0.0,157263.09250252388,0.0,8,1,1,0,0,0.838346612205189,0,0,0,0,0,0,0,0
ENT_00621,2022_2024,commerce,Atakpamé,informal,3,21332367.820583258,406379.12668176217,0,0.907011921994692,0,0.7918266856891609,0,0.7097366117934862,1,0.4778415373070634,19208422.182084065,0.0,0,,295296.0985289472,,1,1,0,0,2,0.9004355420662759,0,1,0,1,0,0,0,0
ENT_00622,2022_2024,commerce,Aného,rsi,12,61220770.64717534,1373731.0907660294,1,0.7824329861682966,0,0.6623117490892451,0,0.9040112833110115,0,0.2965721704739317,34727696.253090635,8607854.023014275,1,,750181.4090835942,,3,0,0,0,10,0.567253497235957,0,1,0,1,0,0,0,0
ENT_00623,2022_2024,transport,Atakpamé,informal,7,22690142.79365859,2460046.264005763,0,0.8546976450284777,0,0.6338732126960027,0,0.6215681766915702,1,0.5746216919267352,17115109.56983107,,0,,,,2,1,1,0,5,0.7542971291751578,1,1,1,1,0,0,0,0
ENT_00624,2022_2024,agriculture,Lomé,informal,2,21644688.502163675,2440399.906319422,0,0.8360896627499204,0,0.6411695947086418,0,0.8894844118929388,1,0.3327637885165932,14679414.822996752,0.0,0,0.0,,0.0,2,0,1,0,1,0.6781994031251293,0,0,1,0,0,0,0,0
ENT_00625,2022_2024,industrie,Sokodé,informal,3,25759163.179258022,3282446.9970730166,0,0.7907253729251036,0,0.5456332290042641,0,0.9724258476826868,1,0.1026325572524177,24543407.452504005,0.0,0,,2019618.4111842543,,47,0,0,0,2,0.9528029805047016,0,1,0,1,0,0,1,1
ENT_00626,2022_2024,transport,Aného,rsi,6,60636993.69968072,3113730.059840309,1,0.855321077288839,0,0.7785244637448079,0,0.8781574953601279,0,0.4405186092284028,41898964.51489077,9842357.138388384,1,0.0,2235479.427437737,,12,1,0,1,5,0.6909802409137473,0,0,0,1,0,0,0,0
ENT_00627,2022_2024,commerce,Tsévié,large,271,885842827.1958392,93779078.8002178,1,0.7016511563027433,1,0.8440545136097202,1,0.8575372416511614,0,0.4695748950037363,438301156.321197,,1,21880330.947397087,,,2,1,1,0,230,0.4947843374299839,1,0,1,1,0,0,0,0
ENT_00628,2022_2024,transport,Lomé,informal,2,14870171.044905258,2683495.289733236,0,0.6993099823432166,0,0.501861740013433,0,0.9430369614601944,1,0.1512560404599033,11289883.45733042,0.0,0,0.0,,0.0,38,1,0,0,1,0.7592302350280296,0,0,1,0,0,0,1,1
ENT_00629,2022_2024,industrie,Tsévié,large,115,909455675.5438128,133896500.63864917,1,0.8698749422046268,1,0.6738072226062836,1,0.8346847979337204,0,0.1394462595999517,820191305.9572502,139283223.06382582,1,26374827.43584196,,,1,1,1,0,97,0.9018485760362246,0,0,1,1,0,0,0,0
ENT_00630,2022_2024,services,Lomé,informal,2,16365753.791110652,613760.9035717116,0,0.7501964565308027,0,0.5533764923528779,0,0.9866861350320668,1,0.2241964048847474,8629214.372554703,0.0,0,,,1.0,3,0,0,0,1,0.5272726501141556,0,1,1,0,0,0,1,1
ENT_00631,2022_2024,BTP,Kara,informal,1,13068721.731100278,579695.5259046687,0,0.8830930946613397,0,0.6403585676664266,0,0.9163909958933172,1,0.3270222841450426,9655606.28785109,0.0,0,0.0,,,39,0,0,0,0,0.7388332605531855,0,0,1,1,0,0,0,0
ENT_00632,2022_2024,industrie,Aného,informal,1,13704757.161212027,657127.6410167149,0,0.952006592603842,0,0.4259169312391458,0,0.929526989053854,1,0.2531455972086185,9488689.142142698,0.0,0,0.0,351957.11668296903,0.0,6,0,0,1,0,0.6923646315308758,0,0,0,0,0,0,1,1
ENT_00633,2022_2024,restauration,Dapaong,informal,4,12267508.011291277,297869.6258749825,0,0.6341110271723605,0,0.2611349381941721,0,0.931588159989712,1,0.2423984607385028,9484463.22663831,0.0,0,,193110.32633819804,1.0,3,0,0,0,3,0.7731369091349772,0,1,0,0,0,0,1,1
ENT_00634,2022_2024,transport,Dapaong,informal,4,22810097.25280972,1382913.9950278653,0,0.9088405958529604,0,0.7096968710649229,0,0.9639715168202232,1,0.3137362825104913,16536315.671988374,0.0,0,0.0,706739.7750959846,,32,1,0,0,3,0.724955947741584,0,0,0,1,0,0,0,0
ENT_00635,2022_2024,commerce,Sokodé,rsi,37,98199643.10314652,4802235.674149981,1,0.8174076730945706,0,0.5243803320702066,0,0.8794416960370921,0,0.1387631408446583,75120146.64128274,,1,0.0,2845265.795114932,,5,0,1,0,31,0.7649737236048645,1,0,0,1,0,0,0,0
ENT_00636,2022_2024,BTP,Kara,informal,2,21303659.112618197,929110.7235390762,0,0.8601091854337495,0,0.5626748908563636,0,0.9340743495515986,1,0.1716126581027506,17026059.590186715,0.0,0,0.0,898791.8766941363,,9,1,0,0,1,0.7992082252246587,0,0,0,1,0,0,1,1
ENT_00637,2022_2024,BTP,Lomé,large,333,1297277272.6548653,254728524.7790981,1,0.940444116239022,1,0.3638022673765234,1,0.7896496214307636,0,0.0801291762405758,799773908.1194805,,1,20002127.292302005,142459702.50489402,,1,1,0,1,283,0.6165019036236956,1,0,0,1,0,1,0,1
ENT_00638,2022_2024,industrie,Dapaong,informal,1,10099795.029206457,592663.840242307,0,0.8250533333651491,0,0.8164124099123377,0,0.8508214033737191,1,0.3883948334716457,9062369.1479767,0.0,0,0.0,352505.4655069637,0.0,7,1,0,0,0,0.897282481651386,0,0,0,0,0,0,0,0
ENT_00639,2022_2024,industrie,Atakpamé,rsi,26,39244754.29232101,6756455.612309361,0,0.9200855805404696,0,0.6644547292638311,0,0.7617354988172658,0,0.2165888098339955,27810496.504548352,,0,0.0,4186250.030008584,,3,0,1,0,22,0.7086423907102919,1,0,0,1,0,0,0,0
ENT_00640,2022_2024,transport,Sokodé,rsi,2,32009433.814104546,2056196.1192852324,0,0.9265161306378864,0,0.7948405373590601,0,0.8526448386209736,0,0.4901667238448745,25678118.17835369,0.0,0,0.0,,,6,1,1,1,1,0.802204697761288,0,0,1,1,0,0,0,0
ENT_00641,2022_2024,services,Kara,informal,11,24210647.764097262,1867317.0910282012,0,0.8161232000036619,0,0.5364015433251731,0,0.5150193425145188,1,0.4649682938301762,16145611.509478005,0.0,0,0.0,1327687.486581463,0.0,3,1,0,0,9,0.6668806083503822,0,0,0,0,0,0,0,0
ENT_00642,2022_2024,industrie,Lomé,informal,1,7613125.248209956,642361.3244714075,0,0.8292051682012653,0,0.5033612520169051,0,0.9009395883316093,1,0.4066514521493065,4422748.751598149,0.0,0,0.0,362759.7780002295,0.0,1,0,0,0,0,0.5809373427342538,0,0,0,0,0,0,0,0
ENT_00643,2022_2024,services,Lomé,large,173,951118646.2275648,59223238.8860991,1,0.7191629183990926,1,0.3703878209368847,1,0.808751169567197,0,0.4051783238813092,656352201.9095309,,1,5058049.083094223,,,4,0,1,0,147,0.6900844647645483,1,0,1,1,0,1,0,1
ENT_00644,2022_2024,services,Lomé,informal,6,25103092.244769037,984962.247786788,0,0.6567950926580775,0,0.7753840743310684,0,0.7671884197717378,1,0.2474347204548961,15875037.112931175,0.0,0,0.0,793218.8639945607,0.0,36,0,0,0,5,0.6323936891176906,0,0,0,0,0,0,1,1
ENT_00645,2022_2024,BTP,Kara,informal,1,13702488.91833355,497500.8847465994,0,0.7405292760702291,0,0.466415943124305,0,0.9567496240208286,1,0.3652102348868836,4180089.531710737,0.0,0,0.0,,1.0,0,0,1,0,0,0.3050606029768717,0,0,1,0,0,0,0,0
ENT_00646,2022_2024,commerce,Sokodé,large,582,1965661762.8884704,65465495.78607086,1,0.8342933299108138,1,0.5568108993378483,1,0.780532843007894,0,0.1989929796394814,1385868731.1799154,,1,9176435.286825746,,,4,1,1,0,494,0.7050392683751605,1,0,1,1,0,0,0,0
ENT_00647,2022_2024,restauration,Sokodé,informal,2,9553243.031916777,1434476.685166387,0,0.6542765867558943,0,0.5652917817066875,0,0.7636276871544433,1,0.5210336909188165,7535449.828482852,0.0,0,0.0,1041573.6901903456,1.0,12,1,0,0,1,0.7887844790829036,0,0,0,0,0,0,0,0
ENT_00648,2022_2024,industrie,Sokodé,informal,3,17983228.338928856,645361.5469573984,0,0.8779070044297026,0,0.5485952954361804,0,0.9001087773568016,1,0.2151719265347924,12125554.94447787,,0,0.0,601826.5329837721,1.0,9,0,0,0,2,0.6742701986511122,1,0,0,0,0,0,1,1
ENT_00649,2022_2024,industrie,Aného,rsi,9,43383372.99503832,6293476.615352981,0,0.9358040442658164,0,0.4944085296115931,0,0.6772849542190258,0,0.6142875841846389,40804079.13312238,0.0,0,,3452203.469439717,,10,1,1,0,7,0.940546488577296,0,1,0,1,0,0,0,0
ENT_00650,2022_2024,industrie,Kara,rsi,47,90426694.38846496,10919506.642669916,1,0.8074981417275722,0,0.5868179583110511,0,0.9870297788309916,0,0.3931441001468915,69350690.8636815,16154770.55491254,1,0.0,5768724.359665657,,7,1,0,0,39,0.7669271926026306,0,0,0,1,0,0,0,0
ENT_00651,2022_2024,industrie,Atakpamé,large,386,1396096262.4705417,115016901.18568712,1,0.718012259207126,1,0.740459203777404,1,0.98031510070463,0,0.2220393466342383,1150818910.7899635,,1,25281565.08903862,73197115.73132688,,0,1,0,0,328,0.8243120060743278,1,0,0,1,0,0,0,0
ENT_00652,2022_2024,transport,Aného,rsi,8,62854341.55343088,2009865.6052197656,1,0.8728749458297608,0,0.7227606844868701,0,0.8979575536901304,0,0.2813257958198634,43636416.86814982,9013544.852935204,1,0.0,1221406.0041385049,,7,1,0,0,6,0.6942466628348275,0,0,0,1,0,0,0,0
ENT_00653,2022_2024,agriculture,Aného,rsi,12,44514292.24342246,1915643.329026998,0,0.8166017796731032,0,0.7100253432998979,0,0.8201463195330493,0,0.1402033595189993,26263065.46416021,,0,0.0,,,0,0,0,0,10,0.589991756367662,1,0,1,1,0,0,0,0
ENT_00654,2022_2024,restauration,Kara,informal,2,15559065.5347975,831739.6645256402,0,0.9118059975379236,0,0.1676413423966016,0,0.975216797605539,1,0.1237233616588138,13988716.655862791,0.0,0,0.0,512567.1097214389,0.0,33,0,0,0,1,0.8990717742384555,0,0,0,0,0,0,1,1
ENT_00655,2022_2024,restauration,Tsévié,informal,1,13917241.90068726,1386819.2607050368,0,0.9280600385468314,0,0.6807034882107758,0,0.8086156824826027,1,0.3140009013833303,6444698.870358609,0.0,0,,,0.0,24,0,0,0,0,0.463072993654034,0,1,1,0,0,0,0,0
ENT_00656,2022_2024,commerce,Kara,informal,2,10564647.810091931,1006452.8207716718,0,0.9133293544930442,0,0.3038370891589091,0,0.9129007013528658,1,0.1336401231059652,8070230.47555137,0.0,0,0.0,724064.639653765,0.0,3,1,0,0,1,0.7638901571183699,0,0,0,0,0,0,1,1
ENT_00657,2022_2024,restauration,Sokodé,informal,1,10467445.97738767,84751.47395584855,0,0.7681791130917852,0,0.4051898966578164,0,0.9343784376545392,1,0.2415243774967849,11133225.62693735,0.0,0,0.0,62443.74129240325,0.0,4,1,0,0,0,1.0636047848718715,0,0,0,0,0,0,1,1
ENT_00658,2022_2024,restauration,Lomé,large,332,1624679199.0849953,78128151.48911275,1,0.775730609855174,1,0.5666766783677307,1,0.8694751026673018,0,0.2278327084191001,1104505689.2753294,,1,12628934.806705777,,,7,1,0,0,282,0.6798300180721074,1,0,1,1,0,0,0,0
ENT_00659,2022_2024,agriculture,Kara,large,328,1171428205.6955836,55177252.299113326,1,0.7791188296895298,1,0.6082434789640512,1,0.98493720693081,0,0.2549118294881221,1083205602.3447697,149411472.09105414,1,9106022.454639295,44716640.44496271,,8,1,0,0,278,0.924687998016551,0,0,0,1,0,0,0,0
ENT_00660,2022_2024,commerce,Aného,informal,7,13836270.196037017,662599.7427053817,0,0.6109098294436925,0,0.7236308705086673,0,0.780760827166722,1,0.111234253354019,9114512.573098626,,0,0.0,292344.7166587018,0.0,33,0,0,0,5,0.6587405741548183,1,0,0,0,0,0,1,1
ENT_00661,2022_2024,commerce,Sokodé,informal,3,11842579.85770972,1447105.52719248,0,0.8938428759713276,0,0.6319851734723971,0,0.9540349764330304,1,0.2338293325222907,7053586.702821339,0.0,0,,912406.641735788,0.0,2,0,0,0,2,0.595612340180196,0,1,0,0,0,0,1,1
ENT_00662,2022_2024,commerce,Sokodé,rsi,3,38111073.24609733,2279195.685040385,0,0.6241632722759448,0,0.5586227286594091,0,0.9494730666953336,0,0.4823431290145978,38074418.8274228,,0,0.0,1858008.851446004,,5,0,0,0,2,0.9990382212949545,1,0,0,1,0,0,0,0
ENT_00663,2022_2024,agriculture,Sokodé,informal,1,10255525.716179742,212820.49404985516,0,0.8815367934844219,0,0.7614612424925903,0,0.7363165761073787,1,0.4672745473082204,8309079.801684389,,0,0.0,,0.0,11,1,0,0,0,0.8102051549220416,1,0,1,0,0,0,0,0
ENT_00664,2022_2024,industrie,Kara,informal,5,10559111.159939963,1113985.9820131056,0,0.8368512658453819,0,0.6715504334967805,0,0.8343093515152789,1,0.3564542261750412,5249686.809947847,,0,0.0,773302.118336526,1.0,5,1,0,0,4,0.4971712798956551,1,0,0,0,0,0,0,0
ENT_00665,2022_2024,BTP,Kara,informal,2,14444514.50607713,954144.2574541684,0,0.7740118394988426,0,0.5716512161210228,0,0.8433923693083466,1,0.2031616429923148,8050111.262266659,0.0,0,0.0,417902.989443497,0.0,15,0,0,0,1,0.5573126918789688,0,0,0,0,0,0,1,1
ENT_00666,2022_2024,industrie,Aného,informal,1,14475702.429057656,1945345.788539269,0,0.9802459448925014,0,0.4758440157373204,0,0.9005403768659702,1,0.5420209649493555,11216933.930696636,0.0,0,,1070132.4644164878,1.0,12,1,0,0,0,0.7748801127730033,0,1,0,0,0,0,0,0
