enterprise_id,period,sector,region,ca_segment,n_employes,gt_ca_reel,gt_benefice_reel,gt_tva_active,gt_tva_compliance,gt_tva_due,gt_is_active,gt_is_compliance,gt_is_due,gt_tpu_active,gt_tpu_compliance,gt_irpp_susp_active,obs_ca_declare,obs_tva_declaree,obs_tva_assujetti_declare,obs_is_declare,obs_benefice_declare,obs_retard_paiement_jours,obs_has_compte_bancaire,obs_utilise_facturation_electronique,obs_a_ete_audite,obs_n_employes_declare,obs_ratio_sous_declaration,obs_tva_missing,obs_is_missing,obs_benefice_missing,label_tva_non_conforme,label_is_non_conforme,label_any_non_conforme
ENT_00538,2022_2024,services,Kpalimé,informal,30,12127377,4100599,0,0.8487,0,0,0.4339,0,1,0.7506,0,9032769,0.0,False,0.0,0.0,11,True,False,False,25,0.7448,False,False,False,0,0,0
ENT_00539,2022_2024,transport,Tsévié,rsi,26,68368739,11332537,1,0.9863,12306373,0,0.7613,0,0,0.1288,0,53524820,0.0,False,0.0,0.0,3,True,False,False,18,0.7829,False,False,False,0,0,0
ENT_00540,2022_2024,services,Dapaong,informal,22,24563448,2378519,0,0.8621,0,0,0.6308,0,1,0.0363,0,18263257,0.0,False,0.0,0.0,20,False,False,False,17,0.7435,False,False,False,0,0,1
ENT_00541,2022_2024,restauration,Kara,rsi,71,70905725,7888375,1,0.7723,12763030,0,0.9522,0,0,0.7902,0,58279690,10416518.0,True,0.0,0.0,3,True,True,False,83,0.8219,False,False,False,0,0,0
ENT_00542,2022_2024,BTP,Lomé,rsi,1,75424382,15491299,1,0.652,13576389,0,0.9296,0,0,0.6843,0,56086717,,False,0.0,0.0,2,True,False,False,1,0.7436,True,False,False,0,0,0
ENT_00543,2022_2024,commerce,Lomé,informal,9,22589764,5835394,0,0.7388,0,0,0.5401,0,1,0.4351,0,11840535,0.0,False,0.0,0.0,2,False,False,False,5,0.5242,False,False,False,0,0,0
ENT_00544,2022_2024,restauration,Lomé,informal,16,17744533,5360702,0,0.2623,0,0,0.9347,0,1,0.3392,0,11631029,0.0,False,0.0,0.0,15,False,False,False,17,0.6555,False,False,False,0,0,0
ENT_00545,2022_2024,commerce,Dapaong,informal,4,8868577,1751556,0,0.5658,0,0,0.285,0,1,0.4858,0,5709041,0.0,False,,0.0,3,False,False,False,3,0.6437,False,True,False,0,0,0
ENT_00546,2022_2024,services,Dapaong,informal,16,5572659,410135,0,0.8123,0,0,0.8262,0,1,0.4798,0,3788881,0.0,False,0.0,0.0,1,False,False,True,9,0.6799,False,False,False,0,0,0
ENT_00547,2022_2024,services,Tsévié,informal,1,16844397,5444241,0,0.69,0,0,0.8792,0,1,0.4066,0,10575018,0.0,False,,0.0,0,False,False,False,1,0.6278,False,True,False,0,0,0
ENT_00548,2022_2024,BTP,Sokodé,rsi,5,73431692,13680812,1,0.8856,13217705,0,0.99,0,0,0.0889,0,55825743,0.0,False,0.0,0.0,0,True,True,False,4,0.7602,False,False,False,0,0,0
ENT_00549,2022_2024,agriculture,Kpalimé,rsi,108,52145415,19446659,0,0.3026,0,0,0.4217,0,0,0.2217,0,31044131,0.0,False,0.0,0.0,11,True,True,False,98,0.5953,False,False,False,0,0,0
ENT_00550,2022_2024,industrie,Atakpamé,informal,71,4048686,176833,0,0.8307,0,0,0.5482,0,1,0.3349,0,3890954,0.0,False,0.0,,22,False,False,False,52,0.961,False,False,True,0,0,0
ENT_00551,2022_2024,agriculture,Kpalimé,informal,17,8724225,1072726,0,0.6319,0,0,0.5532,0,1,0.6567,0,8106085,0.0,False,0.0,0.0,1,False,False,False,15,0.9291,False,False,False,0,0,0
ENT_00552,2022_2024,services,Sokodé,informal,14,10309565,359724,0,0.9146,0,0,0.5278,0,1,0.1909,0,5738822,0.0,False,0.0,0.0,3,True,False,False,8,0.5567,False,False,False,0,0,1
ENT_00553,2022_2024,commerce,Atakpamé,informal,10,3331155,1088736,0,0.4477,0,0,0.7664,0,1,0.8898,0,2532022,0.0,False,0.0,0.0,1,True,True,False,8,0.7601,False,False,False,0,0,0
ENT_00554,2022_2024,agriculture,Kara,rsi,10,40045203,15646078,0,0.2451,0,0,0.7228,0,0,0.2945,0,25369297,0.0,False,,0.0,15,True,True,False,9,0.6335,False,True,False,0,0,0
ENT_00555,2022_2024,commerce,Kara,informal,13,21501976,17027902,0,0.5251,0,0,0.7668,0,1,0.4045,0,15468718,0.0,False,0.0,0.0,2,True,False,True,12,0.7194,False,False,False,0,0,0
ENT_00556,2022_2024,agriculture,Tsévié,informal,34,6651313,531789,0,0.2744,0,0,0.2949,0,1,0.5977,0,5039293,0.0,False,0.0,0.0,6,False,False,False,33,0.7576,False,False,False,0,0,0
ENT_00557,2022_2024,industrie,Dapaong,informal,6,11104359,4213161,0,0.8991,0,0,0.7433,0,1,0.197,0,6177382,,False,0.0,0.0,19,False,True,False,5,0.5563,True,False,False,0,0,1
ENT_00558,2022_2024,services,Dapaong,rsi,3,39841091,9470512,0,0.9651,0,0,0.5459,0,0,0.6939,0,24327957,0.0,False,0.0,0.0,2,False,False,True,2,0.6106,False,False,False,0,0,0
ENT_00559,2022_2024,commerce,Tsévié,informal,1,4808916,562370,0,0.7454,0,0,0.4202,0,1,0.0854,0,4153107,,False,0.0,0.0,81,True,False,False,1,0.8636,True,False,False,0,0,1
ENT_00560,2022_2024,restauration,Lomé,rsi,11,72451984,8525864,1,0.7527,13041357,0,0.8329,0,0,0.2238,0,47136939,8383631.0,True,0.0,0.0,3,True,True,False,7,0.6506,False,False,False,0,0,0
ENT_00561,2022_2024,agriculture,Dapaong,informal,4,3924662,640339,0,0.4803,0,0,0.7801,0,1,0.1856,0,3084496,0.0,False,,0.0,1,True,False,False,3,0.7859,False,True,False,0,0,1
ENT_00562,2022_2024,commerce,Atakpamé,rsi,13,61217707,2715122,1,0.2816,11019187,0,0.5659,0,0,0.7352,0,35341055,0.0,False,0.0,0.0,14,False,False,False,11,0.5773,False,False,False,1,0,1
ENT_00563,2022_2024,agriculture,Dapaong,informal,8,15778991,5808046,0,0.36,0,0,0.4591,0,1,0.2048,0,8233471,0.0,False,0.0,,7,False,True,False,6,0.5218,False,False,True,0,0,1
ENT_00564,2022_2024,industrie,Sokodé,reel,3,814794901,203976192,1,0.9531,146663082,1,0.5116,59153096,0,0.734,0,465084642,84560464.0,True,24723718.0,,5,True,False,False,3,0.5708,False,False,True,0,0,0
ENT_00565,2022_2024,agriculture,Tsévié,informal,74,7171873,2542829,0,0.5814,0,0,0.4028,0,1,0.1532,0,4751858,0.0,False,0.0,,4,False,False,False,71,0.6626,False,False,True,0,0,1
ENT_00566,2022_2024,restauration,Sokodé,rsi,5,61992888,15805226,1,0.7138,11158720,0,0.6517,0,0,0.3739,0,33120680,5907695.0,True,0.0,0.0,4,False,False,False,4,0.5343,False,False,False,0,0,0
ENT_00567,2022_2024,transport,Kara,reel,13,379332665,114663955,1,0.8038,68279880,1,0.7034,33252547,0,0.4033,0,289972224,56056165.0,True,27467570.0,,10,False,True,False,10,0.7644,False,False,True,0,0,0
ENT_00568,2022_2024,restauration,Tsévié,rsi,14,36733835,11293181,0,0.4118,0,0,0.7479,0,0,0.8341,0,31589299,0.0,False,0.0,0.0,11,False,False,False,13,0.86,False,False,False,0,0,0
ENT_00569,2022_2024,commerce,Tsévié,informal,22,25235927,6583803,0,0.6811,0,0,0.3522,0,1,0.2088,0,13863055,0.0,False,0.0,0.0,10,False,False,True,23,0.5493,False,False,False,0,0,1
ENT_00570,2022_2024,agriculture,Dapaong,informal,7,12990392,2685998,0,0.2661,0,0,0.4184,0,1,0.0522,0,10876186,0.0,False,0.0,,309,True,False,False,6,0.8372,False,False,True,0,0,1
ENT_00571,2022_2024,BTP,Tsévié,informal,4,7650777,1298237,0,0.9011,0,0,0.4871,0,1,0.1749,0,6313624,0.0,False,0.0,0.0,0,True,True,False,3,0.8252,False,False,False,0,0,1
ENT_00572,2022_2024,BTP,Atakpamé,informal,1,7727775,3167910,0,0.9771,0,0,0.598,0,1,0.4127,0,3879414,,False,0.0,0.0,16,False,False,False,1,0.502,True,False,False,0,0,0
ENT_00573,2022_2024,agriculture,Kara,rsi,23,60199908,8973808,1,0.405,10835983,0,0.4331,0,0,0.0836,0,56622042,10119348.0,True,0.0,0.0,1,True,False,False,19,0.9406,False,False,False,1,0,1
ENT_00574,2022_2024,agriculture,Tsévié,informal,14,29900000,9971089,0,0.4099,0,0,0.5662,0,1,0.9044,0,18051034,0.0,False,0.0,0.0,0,True,True,False,12,0.6037,False,False,False,0,0,0
ENT_00575,2022_2024,services,Atakpamé,informal,5,2813436,1302018,0,0.8509,0,0,0.9678,0,1,0.5284,0,1863996,0.0,False,0.0,0.0,4,True,True,False,3,0.6625,False,False,False,0,0,0
ENT_00576,2022_2024,commerce,Lomé,informal,38,2603154,344687,0,0.556,0,0,0.2527,0,1,0.174,0,1948471,0.0,False,0.0,0.0,38,False,False,False,34,0.7485,False,False,False,0,0,1
ENT_00577,2022_2024,industrie,Kpalimé,rsi,2,47561761,15794717,0,0.8522,0,0,0.7058,0,0,0.3952,0,36920798,0.0,False,0.0,,1,False,False,False,1,0.7763,False,False,True,0,0,0
ENT_00578,2022_2024,services,Kpalimé,informal,34,5951115,3352047,0,0.7953,0,0,0.8165,0,1,0.627,0,4055199,0.0,False,,0.0,3,True,True,False,34,0.6814,False,True,False,0,0,0
ENT_00579,2022_2024,commerce,Atakpamé,informal,35,13429512,979761,0,0.6555,0,0,0.8408,0,1,0.1418,0,9483782,,False,0.0,,41,False,False,False,33,0.7062,True,False,True,0,0,1
ENT_00580,2022_2024,restauration,Tsévié,informal,7,7404800,2248806,0,0.7049,0,0,0.8279,0,1,0.2241,0,5329857,0.0,False,0.0,0.0,2,False,False,False,6,0.7198,False,False,False,0,0,1
ENT_00581,2022_2024,commerce,Lomé,informal,19,14894553,3043343,0,0.8157,0,0,0.7094,0,1,0.5614,0,8692300,0.0,False,,0.0,12,False,True,True,13,0.5836,False,True,False,0,0,0
ENT_00582,2022_2024,restauration,Atakpamé,informal,36,4487539,981882,0,0.5722,0,0,0.5649,0,1,0.5496,0,3386333,0.0,False,0.0,0.0,0,True,False,False,30,0.7546,False,False,False,0,0,0
ENT_00583,2022_2024,BTP,Dapaong,informal,13,16204610,2648661,0,0.893,0,0,0.5365,0,1,0.7272,0,11552566,0.0,False,,0.0,12,False,False,False,10,0.7129,False,True,False,0,0,0
ENT_00584,2022_2024,industrie,Dapaong,informal,17,13271941,6671049,0,0.8597,0,0,0.4174,0,1,0.9342,0,11939861,0.0,False,0.0,0.0,1,True,True,False,12,0.8996,False,False,False,0,0,0
ENT_00585,2022_2024,restauration,Atakpamé,rsi,12,60042172,13760808,1,0.6472,10807591,0,0.5034,0,0,0.4191,0,36468565,6527988.0,True,0.0,0.0,1,True,False,False,8,0.6074,False,False,False,0,0,0
ENT_00586,2022_2024,industrie,Kpalimé,reel,32,226019817,113001111,1,0.8531,40683567,1,0.7499,32770322,0,0.7862,0,125389358,0.0,False,0.0,0.0,16,True,False,False,30,0.5548,False,False,False,0,0,0
ENT_00587,2022_2024,commerce,Sokodé,reel,8,891272711,159952983,1,0.8403,160429088,1,0.8453,46386365,0,0.1979,0,447491355,78266423.0,True,44511344.0,153487394.0,3,True,False,False,8,0.5021,False,False,False,0,0,0
ENT_00588,2022_2024,services,Atakpamé,informal,3,13053759,2016068,0,0.9095,0,0,0.7384,0,1,0.2465,0,7734255,,False,0.0,0.0,2,False,False,False,2,0.5925,True,False,False,0,0,1
ENT_00589,2022_2024,transport,Dapaong,informal,50,26554349,1587601,0,0.9286,0,0,0.8499,0,1,0.3921,0,19203797,0.0,False,0.0,0.0,1,True,False,False,38,0.7232,False,False,False,0,0,0
ENT_00590,2022_2024,BTP,Dapaong,informal,4,2113420,647942,0,0.8781,0,0,0.8536,0,1,0.3591,0,1869810,,False,0.0,0.0,25,False,False,False,3,0.8847,True,False,False,0,0,0
ENT_00591,2022_2024,commerce,Dapaong,informal,2,12041207,4920032,0,0.6335,0,0,0.8302,0,1,0.4051,0,5612323,0.0,False,0.0,0.0,1,True,False,False,2,0.4661,False,False,False,0,0,0
ENT_00592,2022_2024,services,Lomé,rsi,3,56823482,16284464,0,0.8859,0,0,0.4817,0,0,0.3533,0,44740571,0.0,False,0.0,0.0,38,True,False,False,2,0.7874,False,False,False,0,0,0
ENT_00593,2022_2024,transport,Kpalimé,informal,5,8297350,3414484,0,0.7435,0,0,0.4615,0,1,0.2509,0,6410795,0.0,False,,0.0,4,False,False,False,2,0.7726,False,True,False,0,0,1
ENT_00594,2022_2024,restauration,Tsévié,informal,3,12853336,1108106,0,0.6113,0,0,0.852,0,1,0.4333,0,12455529,0.0,False,0.0,0.0,14,True,False,False,2,0.9691,False,False,False,0,0,0
ENT_00595,2022_2024,agriculture,Lomé,informal,14,12315711,3886575,0,0.221,0,0,0.843,0,1,0.3797,0,6046056,0.0,False,,,10,True,False,False,9,0.4909,False,True,True,0,0,0
ENT_00596,2022_2024,restauration,Dapaong,informal,5,18373942,6684284,0,0.5321,0,0,0.4687,0,1,0.051,0,11955938,0.0,False,0.0,0.0,36,False,False,False,4,0.6507,False,False,False,0,0,1
ENT_00597,2022_2024,transport,Dapaong,informal,84,20124048,3321136,0,0.8916,0,0,0.8937,0,1,0.2414,0,10731741,,False,0.0,0.0,18,True,False,False,91,0.5333,True,False,False,0,0,1
ENT_00598,2022_2024,agriculture,Kpalimé,informal,14,3112491,1115857,0,0.3513,0,0,0.5953,0,1,0.1841,0,1633625,,False,0.0,0.0,23,True,False,False,13,0.5249,True,False,False,0,0,1
ENT_00599,2022_2024,industrie,Atakpamé,rsi,22,48547355,2360730,0,0.6533,0,0,0.2368,0,0,0.3944,0,26762072,0.0,False,0.0,0.0,6,True,True,False,17,0.5513,False,False,False,0,0,0
ENT_00600,2022_2024,transport,Kara,informal,10,7491479,1227222,0,0.7587,0,0,0.7901,0,1,0.427,0,4715439,,False,0.0,0.0,15,False,False,False,7,0.6294,True,False,False,0,0,0
ENT_00601,2022_2024,commerce,Kara,informal,8,15648912,3246180,0,0.6946,0,0,0.6457,0,1,0.1905,0,6442783,0.0,False,0.0,0.0,33,True,False,True,6,0.4117,False,False,False,0,0,1
ENT_00602,2022_2024,agriculture,Dapaong,informal,39,13615415,958345,0,0.58,0,0,0.5817,0,1,0.2707,0,9135167,,False,0.0,0.0,16,True,True,False,44,0.6709,True,False,False,0,0,1
ENT_00603,2022_2024,BTP,Lomé,informal,15,8289359,1325643,0,0.7712,0,0,0.5832,0,1,0.1775,0,4088195,0.0,False,0.0,0.0,1,True,False,False,12,0.4932,False,False,False,0,0,1
ENT_00604,2022_2024,agriculture,Dapaong,reel,13,661306238,195549199,1,0.3788,119035123,1,0.4079,56709268,0,0.4081,0,401836723,0.0,False,27603340.0,95183930.0,13,False,False,False,13,0.6076,False,False,False,1,1,1
ENT_00605,2022_2024,services,Tsévié,informal,21,12197631,8117021,0,0.99,0,0,0.7657,0,1,0.1597,0,10085907,0.0,False,0.0,0.0,4,True,False,True,25,0.8269,False,False,False,0,0,1
ENT_00606,2022_2024,commerce,Dapaong,informal,1,14629054,2154665,0,0.5575,0,0,0.7592,0,1,0.2395,0,8348239,0.0,False,0.0,0.0,7,False,False,False,1,0.5707,False,False,False,0,0,1
ENT_00607,2022_2024,BTP,Atakpamé,informal,4,16213712,3444938,0,0.7572,0,0,0.6946,0,1,0.6076,0,13162533,0.0,False,0.0,0.0,5,True,False,False,4,0.8118,False,False,False,0,0,0
ENT_00608,2022_2024,transport,Sokodé,informal,22,9763731,2911796,0,0.9452,0,0,0.5359,0,1,0.8261,0,7072026,0.0,False,0.0,,12,True,True,False,14,0.7243,False,False,True,0,0,0
ENT_00609,2022_2024,agriculture,Sokodé,rsi,13,99900000,34146031,1,0.3078,17982000,0,0.881,0,0,0.0881,0,72573389,0.0,False,0.0,0.0,22,True,False,False,11,0.7265,False,False,False,1,0,1
ENT_00610,2022_2024,agriculture,Lomé,rsi,27,61863746,33745795,1,0.6054,11135474,0,0.8061,0,0,0.4468,0,36691977,0.0,False,0.0,0.0,4,False,False,False,31,0.5931,False,False,False,0,0,0
ENT_00611,2022_2024,industrie,Lomé,informal,3,29900000,6176199,0,0.9821,0,0,0.5677,0,1,0.5221,0,22643770,0.0,False,0.0,,2,False,False,False,2,0.7573,False,False,True,0,0,0
ENT_00612,2022_2024,services,Kpalimé,informal,49,3727233,812059,0,0.8711,0,0,0.5394,0,1,0.5798,0,3607234,0.0,False,0.0,0.0,4,False,True,False,46,0.9678,False,False,False,0,0,0
ENT_00613,2022_2024,agriculture,Atakpamé,rsi,14,99900000,21293562,1,0.4299,17982000,0,0.7502,0,0,0.138,0,60962949,0.0,False,0.0,0.0,2,True,False,False,12,0.6102,False,False,False,1,0,1
ENT_00614,2022_2024,commerce,Sokodé,informal,2,29900000,14646605,0,0.5235,0,0,0.9757,0,1,0.3137,0,27322302,0.0,False,0.0,0.0,3,False,False,False,1,0.9138,False,False,False,0,0,0
ENT_00615,2022_2024,BTP,Tsévié,informal,16,29900000,8835661,0,0.9364,0,0,0.8704,0,1,0.2663,0,25778431,0.0,False,0.0,0.0,8,False,False,False,14,0.8622,False,False,False,0,0,1
ENT_00616,2022_2024,restauration,Dapaong,informal,5,13890634,2272353,0,0.5231,0,0,0.8544,0,1,0.2109,0,8295098,,False,0.0,0.0,5,False,True,False,4,0.5972,True,False,False,0,0,1
ENT_00617,2022_2024,BTP,Lomé,informal,15,7327865,460927,0,0.9152,0,0,0.8077,0,1,0.232,0,6280240,0.0,False,0.0,0.0,1,False,False,False,12,0.857,False,False,False,0,0,1
ENT_00618,2022_2024,industrie,Kara,rsi,9,60543183,14047211,1,0.7411,10897773,0,0.4713,0,0,0.3718,0,47433329,0.0,False,0.0,0.0,7,False,True,False,8,0.7835,False,False,False,0,0,0
ENT_00619,2022_2024,restauration,Lomé,rsi,1,91931288,37394802,1,0.7835,16547632,0,0.7423,0,0,0.305,0,38975276,6861266.0,True,0.0,0.0,14,True,False,False,1,0.424,False,False,False,0,0,0
ENT_00620,2022_2024,transport,Dapaong,informal,12,29900000,16564587,0,0.9526,0,0,0.5552,0,1,0.5741,0,14731036,0.0,False,0.0,0.0,14,False,False,False,6,0.4927,False,False,False,0,0,0
ENT_00621,2022_2024,industrie,Atakpamé,informal,46,19351336,2962680,0,0.8584,0,0,0.4944,0,1,0.3242,0,16814288,,False,0.0,0.0,2,False,True,False,39,0.8689,True,False,False,0,0,0
ENT_00622,2022_2024,industrie,Tsévié,informal,9,29900000,17902444,0,0.8132,0,0,0.5928,0,1,0.571,0,15076226,,False,0.0,0.0,2,True,True,False,7,0.5042,True,False,False,0,0,0
ENT_00623,2022_2024,agriculture,Tsévié,informal,21,2879031,451008,0,0.735,0,0,0.8092,0,1,0.3873,0,2269614,0.0,False,0.0,,19,True,False,False,15,0.7883,False,False,True,0,0,0
ENT_00624,2022_2024,BTP,Tsévié,informal,25,3551171,777403,0,0.99,0,0,0.5973,0,1,0.5168,0,1644222,0.0,False,0.0,0.0,17,True,False,False,23,0.463,False,False,False,0,0,0
ENT_00625,2022_2024,commerce,Dapaong,informal,18,1581360,439342,0,0.7643,0,0,0.6488,0,1,0.2868,0,1315810,0.0,False,0.0,0.0,3,True,False,False,19,0.8321,False,False,False,0,0,1
ENT_00626,2022_2024,agriculture,Lomé,informal,7,14561768,6902184,0,0.3248,0,0,0.4104,0,1,0.1654,0,12379203,0.0,False,0.0,,0,False,False,False,5,0.8501,False,False,True,0,0,1
ENT_00627,2022_2024,BTP,Tsévié,reel,6,268976208,38132424,1,0.9589,48415717,1,0.7178,11058403,0,0.6623,0,96160804,,True,7659480.0,26412000.0,0,False,False,False,5,0.3575,True,False,False,0,0,0
ENT_00628,2022_2024,commerce,Dapaong,reel,5,371640072,67034106,1,0.8785,66895213,1,0.5216,19439891,0,0.0934,0,334375652,60305105.0,True,,37449602.0,4,True,False,False,5,0.8997,False,True,False,0,0,0
ENT_00629,2022_2024,commerce,Dapaong,reel,19,707750514,322327375,1,0.9481,127395093,1,0.5901,93474939,0,0.6237,0,598542704,106078762.0,True,0.0,0.0,1,True,True,False,20,0.8457,False,False,False,0,0,0
ENT_00630,2022_2024,industrie,Dapaong,rsi,1,63411012,15168936,1,0.8932,11413982,0,0.4746,0,0,0.6156,0,39974485,,True,0.0,0.0,9,True,True,False,1,0.6304,True,False,False,0,0,0
ENT_00631,2022_2024,services,Lomé,informal,17,21016873,4553190,0,0.9394,0,0,0.382,0,1,0.691,0,12096041,0.0,False,0.0,0.0,12,True,False,False,15,0.5755,False,False,False,0,0,0
ENT_00632,2022_2024,restauration,Atakpamé,informal,5,12845611,2013340,0,0.3716,0,0,0.6875,0,1,0.2097,0,9999148,0.0,False,0.0,0.0,16,False,False,False,3,0.7784,False,False,False,0,0,1
ENT_00633,2022_2024,commerce,Dapaong,informal,138,3933699,1462811,0,0.4332,0,0,0.3575,0,1,0.2568,0,3019563,,False,0.0,0.0,5,False,False,False,141,0.7676,True,False,False,0,0,1
ENT_00634,2022_2024,BTP,Dapaong,rsi,2,66985072,3629660,1,0.8081,12057313,0,0.7673,0,0,0.2616,0,29843202,5351350.0,True,0.0,0.0,0,False,False,False,2,0.4455,False,False,False,0,0,0
ENT_00635,2022_2024,agriculture,Dapaong,informal,22,7569034,1446977,0,0.5474,0,0,0.6638,0,1,0.3438,0,6120516,,False,0.0,0.0,9,False,False,False,18,0.8086,True,False,False,0,0,0
ENT_00636,2022_2024,agriculture,Dapaong,rsi,10,76616398,19911253,1,0.2842,13790952,0,0.7024,0,0,0.4835,0,68034055,0.0,False,0.0,0.0,37,False,False,False,8,0.888,False,False,False,1,0,1
ENT_00637,2022_2024,restauration,Atakpamé,informal,33,11337820,378022,0,0.5767,0,0,0.3122,0,1,0.4978,0,9514260,0.0,False,0.0,,2,True,True,False,29,0.8392,False,False,True,0,0,0
ENT_00638,2022_2024,restauration,Lomé,informal,7,6589425,1499206,0,0.8135,0,0,0.8183,0,1,0.7441,0,5931875,0.0,False,0.0,0.0,25,True,False,False,7,0.9002,False,False,False,0,0,0
ENT_00639,2022_2024,industrie,Kpalimé,informal,2,19970919,11001797,0,0.7754,0,0,0.5901,0,1,0.1863,0,15026696,0.0,False,0.0,0.0,4,False,False,False,1,0.7524,False,False,False,0,0,1
ENT_00640,2022_2024,restauration,Tsévié,informal,14,17251061,6639679,0,0.7025,0,0,0.515,0,1,0.4216,0,14690042,0.0,False,0.0,,1,True,False,False,11,0.8515,False,False,True,0,0,0
ENT_00641,2022_2024,transport,Lomé,rsi,7,63381209,16894611,1,0.8054,11408618,0,0.8025,0,0,0.211,0,45593154,8089734.0,True,0.0,,2,True,True,False,4,0.7193,False,False,True,0,0,0
ENT_00642,2022_2024,transport,Kara,rsi,5,87577288,27247223,1,0.9557,15763912,0,0.6735,0,0,0.2151,0,71837736,12965328.0,True,0.0,0.0,8,True,True,False,4,0.8203,False,False,False,0,0,0
ENT_00643,2022_2024,restauration,Dapaong,informal,32,7480536,5059147,0,0.3244,0,0,0.8838,0,1,0.6049,0,3824505,0.0,False,,0.0,5,True,True,False,35,0.5113,False,True,False,0,0,0
ENT_00644,2022_2024,restauration,Dapaong,informal,18,2958328,1035452,0,0.4501,0,0,0.6731,0,1,0.0349,0,2129159,0.0,False,0.0,,2,False,False,False,15,0.7197,False,False,True,0,0,1
ENT_00645,2022_2024,industrie,Lomé,informal,14,7604684,167035,0,0.8366,0,0,0.7339,0,1,0.2326,0,6250142,0.0,False,0.0,0.0,8,False,False,False,16,0.8219,False,False,False,0,0,1
ENT_00646,2022_2024,industrie,Atakpamé,informal,67,15532457,3788021,0,0.9402,0,0,0.6831,0,1,0.3025,0,7083948,0.0,False,,0.0,2,False,False,False,57,0.4561,False,True,False,0,0,0
ENT_00647,2022_2024,restauration,Kara,rsi,16,35169333,7806149,0,0.5223,0,0,0.7997,0,0,0.7271,0,25183386,0.0,False,0.0,,13,True,False,False,13,0.7161,False,False,True,0,0,0
ENT_00648,2022_2024,agriculture,Tsévié,reel,25,642407440,77181361,1,0.3309,115633339,1,0.6156,22382595,0,0.0682,0,625229754,109788386.0,True,16686759.0,57540550.0,15,False,True,False,19,0.9733,False,False,False,1,0,1
ENT_00649,2022_2024,BTP,Lomé,rsi,6,54426891,10914234,0,0.9798,0,0,0.4805,0,0,0.6999,0,37777321,0.0,False,,0.0,22,False,False,False,3,0.6941,False,True,False,0,0,0
ENT_00650,2022_2024,restauration,Kara,informal,52,17345760,5352012,0,0.6148,0,0,0.5072,0,1,0.3081,0,10751173,0.0,False,0.0,0.0,3,True,False,True,42,0.6198,False,False,False,0,0,0
ENT_00651,2022_2024,agriculture,Dapaong,informal,46,7574754,1357930,0,0.4957,0,0,0.6316,0,1,0.4664,0,3715245,0.0,False,0.0,0.0,0,True,False,False,37,0.4905,False,False,False,0,0,0
ENT_00652,2022_2024,agriculture,Kpalimé,informal,3,7461963,5270434,0,0.4499,0,0,0.4971,0,1,0.0253,0,5619381,0.0,False,0.0,,72,False,True,False,2,0.7531,False,False,True,0,0,1
ENT_00653,2022_2024,industrie,Kara,rsi,6,43173986,28448066,0,0.9062,0,0,0.6811,0,0,0.572,0,34092297,0.0,False,0.0,0.0,3,False,True,False,4,0.7896,False,False,False,0,0,0
ENT_00654,2022_2024,agriculture,Kara,reel,15,885596625,188602296,1,0.1253,159407392,1,0.695,54694666,0,0.2457,0,710400369,0.0,False,31772257.0,109559508.0,15,False,False,False,12,0.8022,False,False,False,1,0,1
ENT_00655,2022_2024,BTP,Dapaong,informal,104,8924386,1807595,0,0.9218,0,0,0.9198,0,1,0.1149,0,6322909,0.0,False,0.0,0.0,7,False,False,False,111,0.7085,False,False,False,0,0,1
ENT_00656,2022_2024,commerce,Tsévié,informal,7,11747160,4090882,0,0.5691,0,0,0.7155,0,1,0.1191,0,5001893,0.0,False,,0.0,3,True,False,False,6,0.4258,False,True,False,0,0,1
ENT_00657,2022_2024,restauration,Lomé,informal,18,9785628,2271821,0,0.5201,0,0,0.8709,0,1,0.4738,0,5252232,0.0,False,0.0,0.0,20,False,False,False,17,0.5367,False,False,False,0,0,0
ENT_00658,2022_2024,commerce,Tsévié,informal,15,29900000,7605686,0,0.6009,0,0,0.3776,0,1,0.342,0,18718706,0.0,False,,0.0,10,True,False,False,13,0.626,False,True,False,0,0,0
ENT_00659,2022_2024,restauration,Kara,informal,35,11327349,75037,0,0.4836,0,0,0.693,0,1,0.0971,0,5849950,0.0,False,0.0,0.0,90,True,False,False,22,0.5164,False,False,False,0,0,1
ENT_00660,2022_2024,industrie,Lomé,informal,93,3184066,491442,0,0.9395,0,0,0.8841,0,1,0.3004,0,2669017,,False,,0.0,9,False,False,False,98,0.8382,True,True,False,0,0,0
ENT_00661,2022_2024,restauration,Sokodé,informal,56,29900000,2744286,0,0.6702,0,0,0.7148,0,1,0.6207,0,25934621,0.0,False,0.0,0.0,5,False,False,False,55,0.8674,False,False,False,0,0,0
ENT_00662,2022_2024,services,Tsévié,informal,143,9882626,3054084,0,0.9497,0,0,0.6416,0,1,0.6355,0,3982077,0.0,False,0.0,0.0,8,False,False,False,157,0.4029,False,False,False,0,0,0
ENT_00663,2022_2024,BTP,Lomé,rsi,12,52522426,6804092,0,0.7319,0,0,0.7393,0,0,0.234,0,36466810,0.0,False,0.0,0.0,23,False,True,False,10,0.6943,False,False,False,0,0,0
ENT_00664,2022_2024,agriculture,Sokodé,rsi,4,69363189,15497739,1,0.4865,12485374,0,0.7865,0,0,0.2369,0,62629452,11297498.0,True,0.0,0.0,2,True,True,False,3,0.9029,False,False,False,1,0,1
